RunID,seed,dist_m,centroid_x_m,centroid_y_m,seed_x_m,seed_y_m
Run_76_1,1,1.7592331444647697e-06,2.92e-05,7.14e-05,3.0922900643199695e-05,7.104431104846301e-05
Run_76_1,2,4.5642029785079435e-06,5.4e-05,1.62e-05,4.953920719213785e-05,1.5233937706798321e-05
Run_76_1,3,3.1061628950982835e-06,7.72e-05,2e-05,8.015645506791773e-05,1.904730835929513e-05
Run_76_1,4,3.7306874433347296e-06,1.16e-05,8.2e-06,1.5327164111658935e-05,8.037899769842627e-06
Run_76_1,5,5.600968689267555e-06,8.18e-05,8.8e-05,8.451297536492349e-05,8.309993725270035e-05
Run_76_1,6,3.996531813718068e-06,9.2e-06,6.86e-05,9.785132380202415e-06,7.255346514284612e-05
Run_76_1,7,2.905605842237971e-06,4.1e-05,8.5e-05,4.28354722633958e-05,8.274753759615124e-05
Run_76_1,8,4.770369750248707e-06,6.52e-05,4.58e-05,6.622174506075683e-05,5.045966356992723e-05
Run_76_1,9,1.8462881929814223e-06,9.06e-05,2.84e-05,9.195128712803129e-05,2.9658095063641678e-05
Run_76_1,10,4.284836665341923e-06,1.76e-05,2.22e-05,2.09016177430749e-05,1.946885637007654e-05
Run_76_1,11,4.1162923678256266e-06,8.14e-05,4.8e-06,8.002508689649405e-05,9.201189689338224e-07
Run_76_1,12,3.060107453001932e-06,7.46e-05,6.3e-05,7.750628297217191e-05,6.204199326224627e-05
Run_76_1,13,2.0121650615357257e-06,3.26e-05,5.22e-05,3.3660700283944615e-05,5.390988980419935e-05
Run_76_1,14,3.665696988932739e-06,5.96e-05,8.94e-05,5.6668329769745494e-05,9.160060084424914e-05
Run_76_1,15,2.3859595876245184e-06,3.82e-05,6.2e-06,3.975165078416468e-05,4.387492621317507e-06
Run_76_1,16,3.344378854568572e-06,9.6e-05,8.16e-05,9.554096423089506e-05,7.828727361746135e-05
Run_76_1,17,3.1322286863926742e-06,8.86e-05,6.78e-05,8.711071217432621e-05,7.055551779456439e-05
Run_76_1,18,4.394352329757942e-06,1.3e-05,4.42e-05,1.7229228103533394e-05,4.539329880848528e-05
Run_76_1,19,4.327173694913099e-06,1.38e-05,8.98e-05,1.1979833645746117e-05,8.587426100857558e-05
Run_76_1,20,4.578183533045421e-06,9.18e-05,4.74e-05,9.598786249756816e-05,4.5550250783562674e-05
Run_76_1,21,2.9981340123281192e-06,4.9e-05,5.92e-05,4.605161339975896e-05,5.865610294044019e-05
Run_76_1,22,2.554830690321748e-06,3.92e-05,3.18e-05,3.733798473142088e-05,3.0050697568804032e-05
Run_77_1,1,5.717857548400728e-06,6.82e-05,7.94e-05,6.842279159463944e-05,7.36864845454693e-05
Run_77_1,2,5.71046906752454e-06,5.18e-05,9.28e-05,4.9312377274036425e-05,9.794015468098228e-05
Run_77_1,3,4.014954294233749e-06,1.62e-05,1.18e-05,1.4627019185572865e-05,1.549399368464947e-05
Run_77_1,4,6.4116710199783315e-06,9.26e-05,1.98e-05,9.701411302201452e-05,2.445028294809163e-05
Run_77_1,5,8.597364223970866e-07,9.42e-05,5.18e-05,9.462480307556692e-05,5.25474550575018e-05
Run_77_1,6,2.6153572161748736e-06,7.1e-05,4.32e-05,6.913642451167108e-05,4.503498767502608e-05
Run_77_1,7,2.478904358727282e-06,2.12e-05,9.02e-05,2.1783528039231905e-05,8.779075492173435e-05
Run_77_1,8,8.965582257835708e-07,7.4e-06,7.08e-05,7.882133750244976e-06,7.15558860357851e-05
Run_77_1,9,3.1742392398931037e-06,8.8e-05,8.72e-05,9.045867541804912e-05,8.519233719445767e-05
Run_77_1,10,1.728573236032675e-06,5.8e-05,6.78e-05,5.929172067902983e-05,6.665133855305614e-05
Run_77_1,11,2.4512989279226914e-06,5.5e-05,4.66e-05,5.741341745480896e-05,4.702928151935341e-05
Run_77_1,12,1.947948789134984e-06,8.18e-05,6.62e-05,8.028424095362427e-05,6.497648906894029e-05
Run_77_1,13,3.157679927850313e-06,8.16e-05,5.06e-05,8.206193353980781e-05,5.372370932251216e-05
Run_77_1,14,5.228883426093921e-06,1.98e-05,6.06e-05,1.610093201510609e-05,6.429568910039962e-05
Run_77_1,15,3.3813039163092563e-06,1e-05,3.16e-05,6.906233066692953e-06,3.29644861072302e-05
Run_77_1,16,5.84202740913967e-07,5.66e-05,2.94e-05,5.676557105034591e-05,2.8839750885963447e-05
Run_77_1,17,4.875459340648701e-06,5e-05,9.6e-06,5.268597003072502e-05,1.3668865785002712e-05
Run_77_1,18,6.632804952493005e-06,4.6e-06,8.78e-05,9.891730267554536e-07,8.223618565127256e-05
Run_77_1,19,1.7894604285881475e-06,3.54e-05,7.64e-05,3.3646970167756084e-05,7.675924230366948e-05
Run_77_1,20,3.5830936841173967e-06,3.5e-05,3.26e-05,3.829792174510659e-05,3.119918862357736e-05
Run_77_1,21,4.269978885084441e-06,1.06e-05,4.72e-05,6.528304368257524e-06,4.5913915103301416e-05
Run_77_1,22,5.7415513213107985e-06,7.54e-05,1.68e-05,7.25341770704836e-05,2.177518547512591e-05
Run_77_1,23,5.173969872455888e-06,4.28e-05,5.84e-05,4.760651041753591e-05,6.031505139544607e-05
Run_78_1,1,3.6506140989140294e-06,2.16e-05,8.84e-05,2.0340471118688588e-05,9.18264515604824e-05
Run_78_1,2,4.338454373997699e-06,7.5e-05,1.08e-05,7.933516350574793e-05,1.0631051091477278e-05
Run_78_1,3,1.8467933935669243e-06,3.58e-05,5.02e-05,3.3986491924151786e-05,4.985095229931177e-05
Run_78_1,4,2.3841911771619693e-06,9.08e-05,1.5e-05,8.861535772681238e-05,1.5954832816496494e-05
Run_78_1,5,4.889772941270392e-06,5.06e-05,9.04e-05,5.292092449963095e-05,9.47038574423641e-05
Run_78_1,6,4.5306811732685584e-06,4.66e-05,6.76e-05,5.01526713371277e-05,6.478831042535605e-05
Run_78_1,7,2.2330705400014066e-06,6.78e-05,8.88e-05,6.601989212445916e-05,9.014826554805042e-05
Run_78_1,8,2.0418687507428744e-06,6.48e-05,6.18e-05,6.508841943927111e-05,5.977860389277341e-05
Run_78_1,9,9.663286806552349e-07,9.4e-06,8.42e-05,1.03128016833216e-05,8.3882849868387e-05
Run_78_1,10,4.647471344099921e-06,8.7e-05,6.04e-05,8.307669105008246e-05,6.289131226018073e-05
Run_78_1,11,5.463575101897256e-06,2.98e-05,1.36e-05,2.4340978041291243e-05,1.337699294090271e-05
Run_78_1,12,1.8430001367047304e-06,5.08e-05,1.52e-05,5.1800856394693264e-05,1.6747558070346717e-05
Run_78_1,13,2.325110005813636e-06,9e-05,3.7e-05,9.190949107520284e-05,3.5673357481136925e-05
Run_78_1,14,4.010669440582995e-06,1.48e-05,3.66e-05,1.851901999674738e-05,3.810145250521601e-05
Run_78_1,15,2.9119719713638217e-06,7.9e-05,7.74e-05,8.186934718862178e-05,7.690358538180591e-05
Run_78_1,16,2.97611080369054e-06,5.7e-05,3.74e-05,5.878131510689856e-05,3.978414596989751e-05
Run_78_1,17,4.3790169358843905e-06,1.22e-05,4.2e-06,1.5894059883430602e-05,1.8484662659466278e-06
Run_78_1,18,6.5590392911552956e-06,3.54e-05,9.06e-05,3.3710572998970755e-05,9.693773088976743e-05
Run_78_1,19,3.653885050103592e-06,1.08e-05,6.36e-05,7.909714402630928e-06,6.583542504347863e-05
Run_78_1,20,3.5978064812586985e-06,7.32e-05,4.48e-05,7.087747476994992e-05,4.7547742351889626e-05
Run_78_1,21,5.3323693711701705e-06,1.02e-05,1.94e-05,1.5233930274844172e-05,1.7641105717048054e-05
Run_78_1,22,3.2780238479081404e-06,2.22e-05,4.94e-05,2.4346576202660807e-05,4.692257170565427e-05
Run_78_1,23,3.792756534898604e-06,9.22e-05,8.64e-05,9.241009666584432e-05,8.261306700296702e-05
Run_79_1,1,4.975754317232797e-06,1.94e-05,2.88e-05,1.4736997103318578e-05,3.053624163381756e-05
Run_79_1,2,3.5036562124248865e-06,9.34e-05,7.96e-05,9.452096051536502e-05,7.62805038969964e-05
Run_79_1,3,1.1309744435803721e-06,4.42e-05,3.66e-05,4.360557685606183e-05,3.75621664710343e-05
Run_79_1,4,4.444032862121848e-06,5.26e-05,5.2e-06,4.839307807385924e-05,3.7677863333374275e-06
Run_79_1,5,4.44673859421742e-06,8.98e-05,4.5e-05,9.424503625370563e-05,4.487696818076076e-05
Run_79_1,6,1.151159421723956e-06,7.86e-05,6.64e-05,7.896037925034764e-05,6.74932953901589e-05
Run_79_1,7,4.3909900692011655e-06,9.18e-05,5.8e-06,9.368324788287284e-05,1.8333677761256701e-06
Run_79_1,8,9.160342316491351e-06,1.46e-05,8.7e-05,8.876499906182292e-06,7.98478382267058e-05
Run_79_1,9,5.576352854117402e-06,6.42e-05,3.84e-05,6.221836213953794e-05,4.3612372064963e-05
Run_79_1,10,1.5907155911071827e-06,6.66e-05,5.44e-05,6.521691840142013e-05,5.36142128892243e-05
Run_79_1,11,1.5722545074229108e-06,4e-06,3.06e-05,4.335844004526738e-06,2.9064033515751367e-05
Run_79_1,12,3.3623599191920065e-06,7.34e-05,1.46e-05,7.557415616698565e-05,1.2035139538347723e-05
Run_79_1,13,1.3740416424689428e-06,1.38e-05,6.78e-05,1.2441584896296266e-05,6.75933630205691e-05
Run_79_1,14,5.898751234939411e-06,2.88e-05,6.6e-06,3.319270440377296e-05,2.6630704663693917e-06
Run_79_1,15,6.386890547995247e-06,1.12e-05,1.24e-05,1.094274478964508e-05,1.878170750103891e-05
Run_79_1,16,3.6423537574304434e-06,2.22e-05,5.9e-05,1.892417476512492e-05,5.7407608740031745e-05
Run_79_1,17,2.1802057689519173e-06,7.56e-05,8.9e-05,7.346311509609224e-05,8.856754179112616e-05
Run_79_1,18,3.934585452552162e-06,4.54e-05,1.8e-05,4.477346112020315e-05,1.4115619519725442e-05
Run_79_1,19,1.8756315543401193e-06,3.12e-05,4.48e-05,2.982237268239261e-05,4.352715409360827e-05
Run_79_1,20,5.034650747108318e-06,4.84e-05,6.96e-05,5.314469429664315e-05,6.791608070954683e-05
Run_79_1,21,5.685736208086042e-06,9.22e-05,2.36e-05,9.780839188955729e-05,2.266536817885936e-05
Run_79_1,22,8.735627434952584e-06,4.8e-05,9.14e-05,5.605552284978332e-05,9.477931032888592e-05
Run_79_1,23,4.290922511557986e-06,1.12e-05,4.42e-05,1.5114641515538099e-05,4.244284383021296e-05
Run_80_1,1,2.4827614439896083e-06,6.84e-05,8.16e-05,6.644049021415414e-05,8.007539323531094e-05
Run_80_1,2,1.0317896453620304e-06,5.56e-05,7.18e-05,5.663074207492174e-05,7.18464827630669e-05
Run_80_1,3,2.566972616525202e-06,5e-06,7.04e-05,2.746811518445613e-06,6.917016664519908e-05
Run_80_1,4,6.8178559450103196e-06,1.68e-05,5.2e-06,2.2432184526696808e-05,1.3579097948968418e-06
Run_80_1,5,2.6469167874956244e-06,5.36e-05,9.38e-05,5.398869528435172e-05,9.641822162084284e-05
Run_80_1,6,8.915434741923564e-07,2.4e-05,9.02e-05,2.3153489567339423e-05,9.04797674994916e-05
Run_80_1,7,7.269418108824047e-06,7.54e-05,6.8e-06,7.87196955829859e-05,3.3284754492342585e-07
Run_80_1,8,9.241388367299001e-07,3.92e-05,7.94e-05,3.926849531009794e-05,7.84784030262381e-05
Run_80_1,9,1.1826563269520768e-06,2.08e-05,7.18e-05,2.090475008822978e-05,7.062199176289143e-05
Run_80_1,10,2.711630992958378e-06,9.68e-05,8.74e-05,9.926032437942924e-05,8.854006429202857e-05
Run_80_1,11,1.124599351178407e-06,5.58e-05,1.58e-05,5.5616866536438474e-05,1.6909588137641555e-05
Run_80_1,12,4.12879844162247e-06,8.46e-05,9e-05,8.858187791891398e-05,8.890838431194427e-05
Run_80_1,13,2.9398598686121525e-06,1.58e-05,3.94e-05,1.830395734868944e-05,3.7859554076567306e-05
Run_80_1,14,2.808726474715461e-06,3.66e-05,5.64e-05,3.857429636642338e-05,5.839777332730592e-05
Run_80_1,15,3.7227517049974017e-07,5.16e-05,5.7e-05,5.185054009780289e-05,5.672464847564698e-05
Run_80_1,16,5.196905455607247e-07,8.66e-05,6.84e-05,8.645692749880256e-05,6.790039163082839e-05
Run_80_1,17,1.1975213193243822e-06,6.78e-05,5.64e-05,6.675350274890662e-05,5.58178481180221e-05
Run_80_1,18,3.935133505495638e-06,9.32e-05,4.78e-05,9.135692883282902e-05,5.127683252096177e-05
Run_80_1,19,6.628192634560469e-06,9.26e-05,1.32e-05,9.47519091330469e-05,6.930851358920337e-06
Run_80_1,20,5.342419737887919e-06,3.8e-05,6.4e-06,3.517418254166842e-05,1.8661049474030745e-06
Run_80_1,21,2.841755395866724e-06,3.28e-05,2.58e-05,2.996366877108813e-05,2.5624503875151283e-05
Run_80_1,22,4.1871950816934605e-06,7.72e-05,2.92e-05,7.544199696742001e-05,3.300026683136822e-05
Run_80_1,23,3.839381877121512e-06,5.18e-05,4e-05,5.344586177729071e-05,4.346871621906759e-05
Run_80_1,24,6.875920468080486e-06,7.2e-06,9.32e-05,8.586630253121258e-06,9.993465209379794e-05
Run_80_1,25,4.55718332729249e-06,9.8e-06,1.96e-05,1.3748064711689952e-05,2.187611619010568e-05
Run_80_1,26,4.5955278523850717e-07,7.98e-05,4.56e-05,8.003384405747058e-05,4.599560803733768e-05
Run_80_1,27,3.2874226620744537e-06,1.54e-05,5.44e-05,1.7650063931941994e-05,5.6796739464625725e-05
Run_81_1,1,7.648164973982489e-06,3.42e-05,8.4e-05,4.10792352538556e-05,8.734223724342885e-05
Run_81_1,2,1.208375041535339e-06,3.18e-05,3.16e-05,3.16571366135031e-05,3.2799900118261586e-05
Run_81_1,3,6.172742952732596e-06,6.94e-05,5.4e-05,6.332887060008946e-05,5.28845882508904e-05
Run_81_1,4,8.125530843599503e-06,8.36e-05,1.96e-05,7.57242221850902e-05,2.1599093619734053e-05
Run_81_1,5,2.726619742681026e-06,5.8e-06,5.04e-05,3.0944015271961696e-06,5.073792325332762e-05
Run_81_1,6,8.987192484360293e-06,9.16e-05,4.8e-05,9.890029101632536e-05,5.3241696273908044e-05
Run_81_1,7,7.622307051706142e-07,4.56e-05,5.04e-05,4.489400113001468e-05,5.068733472377063e-05
Run_81_1,8,7.706039509895402e-06,2.12e-05,1.16e-05,2.357530253008009e-05,1.8930824156850584e-05
Run_81_1,9,2.3626719933655428e-06,1.92e-05,3.72e-05,2.1562621025368576e-05,3.72155189793557e-05
Run_81_1,10,4.941093221467984e-06,6.4e-06,2.46e-05,7.096154810860756e-06,2.949180648662151e-05
Run_81_1,11,5.5937320452775824e-06,7.08e-05,8.92e-05,6.527913483791055e-05,9.009993669576944e-05
Run_81_1,12,1.3466981129496069e-05,2.62e-05,9.6e-05,3.923364411108197e-05,9.938876111991706e-05
Run_81_1,13,4.093224173540171e-06,5.92e-05,3.92e-05,5.683517479337753e-05,4.2540970798581846e-05
Run_81_1,14,1.2002126204279623e-06,5.4e-05,6.86e-05,5.2842366201803114e-05,6.828314936719836e-05
Run_81_1,15,4.7212866439200344e-06,3.5e-05,6.08e-05,3.6333234850317246e-05,5.627086847089232e-05
Run_81_1,16,1.0786359650541673e-05,1.28e-05,7.36e-05,1.5862582065165047e-05,6.325755611062052e-05
Run_81_1,17,3.3797354935942054e-06,6.42e-05,1.28e-05,6.10073891375214e-05,1.390898507088423e-05
Run_81_1,18,6.400511189919327e-06,8.92e-05,7.82e-05,9.35131195560098e-05,7.347098919562998e-05
Run_81_1,19,4.1417907838865594e-07,5.32e-05,8.42e-05,5.280220925807954e-05,8.408464474603536e-05
Run_81_1,20,6.51654992941e-07,4.34e-05,3.46e-05,4.2926346035674224e-05,3.415244424715639e-05
Run_81_1,21,1.167274081365168e-06,2.58e-05,4.88e-05,2.6940952092409147e-05,4.855351043865086e-05
Run_81_1,22,1.8721350859027907e-06,4.72e-05,2.08e-05,4.84744960255921e-05,2.217133134603501e-05
Run_81_1,23,4.552044302816382e-06,5e-05,5e-06,5.4532866599038256e-05,5.417405953630808e-06
Run_82_1,1,6.760491689161006e-06,8.92e-05,6.4e-05,8.605303996242585e-05,5.8016615472733984e-05
Run_82_1,2,2.0243862592118233e-06,4.88e-05,4.4e-05,4.7225346108898536e-05,4.272775597870351e-05
Run_82_1,3,2.467465967866368e-06,2.54e-05,8.9e-05,2.6822539437562238e-05,9.10161274392158e-05
Run_82_1,4,1.048286612399423e-06,1.26e-05,7.72e-05,1.364327100105584e-05,7.730242284946146e-05
Run_82_1,5,3.313540022686175e-06,4.28e-05,1.72e-05,4.268110325559975e-05,2.05114062037319e-05
Run_82_1,6,2.4668198838794867e-06,9.28e-05,2.56e-05,9.434516060166062e-05,2.7522935010492813e-05
Run_82_1,7,4.749295437598627e-06,5.84e-05,7.58e-05,5.475383290089668e-05,7.884323391132059e-05
Run_82_1,8,3.7241174920796956e-06,5.34e-05,9.12e-05,5.034390644170345e-05,8.907177462242546e-05
Run_82_1,9,2.258814667929481e-06,6.98e-05,5.2e-06,6.80800102557987e-05,3.7358009070158017e-06
Run_82_1,10,4.064545402318152e-06,1.02e-05,6.02e-05,1.3933448214083912e-05,6.18068272341043e-05
Run_82_1,11,2.8171388661789173e-06,7.6e-05,1.98e-05,7.805271388031545e-05,1.787058632820845e-05
Run_82_1,12,4.61383722174333e-06,5e-06,4e-05,2.4106733687222023e-06,3.6181246079504495e-05
Run_82_1,13,6.063163369459489e-06,2.88e-05,1.88e-05,3.172486049123109e-05,2.4111039554700264e-05
Run_82_1,14,1.8806986948786546e-06,5.52e-05,1.18e-05,5.673198683187368e-05,1.070910865440965e-05
Run_82_1,15,1.4573417366108058e-06,9.14e-05,4.04e-05,9.094776703976097e-05,3.901460103690625e-05
Run_82_1,16,1.2147631519446478e-06,2.28e-05,4.5e-05,2.170564155094326e-05,4.552728464826943e-05
Run_82_1,17,6.092050065813881e-06,6.98e-05,6.02e-05,7.457848967052998e-05,5.6421228973194965e-05
Run_82_1,18,2.98082140763373e-06,3.7e-05,9.5e-05,3.55457764491439e-05,9.7602024236694e-05
Run_82_1,19,4.532131536551185e-06,5.8e-06,9.1e-05,1.3535747583955538e-06,9.012277777306736e-05
Run_82_1,20,2.247554412711884e-06,9.14e-05,7.6e-06,9.330984789878132e-05,6.415102602913979e-06
Run_82_1,21,5.313780520323178e-06,7.28e-05,4e-05,7.686765559948982e-05,4.341912874020637e-05
Run_82_1,22,1.1022145111948247e-05,6.6e-06,1.26e-05,2.695061089470985e-06,2.2907237019389876e-05
Run_82_1,23,4.516798924932533e-06,1.62e-05,2.3e-05,1.4841660447418693e-05,2.7307712407782686e-05
Run_82_1,24,3.7704707785767297e-06,3.26e-05,6.52e-05,2.8845370057970292e-05,6.485474083572627e-05
Run_82_1,25,1.0324640079994712e-05,8.7e-05,8.94e-05,9.290439926087858e-05,9.786972621455792e-05
Run_83_1,1,9.950908151810474e-07,3.88e-05,7.36e-05,3.781876225955785e-05,7.343453632667663e-05
Run_83_1,2,6.257517445952162e-06,5.6e-06,8.7e-05,4.017407149076463e-06,9.305408328771594e-05
Run_83_1,3,8.479707687177366e-06,6.66e-05,9.34e-05,5.841154244728389e-05,9.56033169012517e-05
Run_83_1,4,2.8548618367533147e-06,9.5e-05,7.6e-06,9.745593721978368e-05,6.144455950707198e-06
Run_83_1,5,2.765196616215933e-06,8.02e-05,7.4e-06,8.222573073580862e-05,5.517786592245103e-06
Run_83_1,6,5.161730032784448e-06,1.8e-05,9.44e-05,1.7670914921909574e-05,9.955122897401456e-05
Run_83_1,7,5.296563792328253e-06,1.18e-05,5.2e-06,8.05013335309923e-06,1.4594000298529878e-06
Run_83_1,8,1.3128247406032015e-06,7.4e-06,2.14e-05,6.527660889551047e-06,2.238108780235053e-05
Run_83_1,9,1.8162895623328193e-06,4.52e-05,2.66e-05,4.338694192469121e-05,2.6491703232750296e-05
Run_83_1,10,5.684435303889823e-06,7.32e-05,5.14e-05,7.701364197768273e-05,5.561532200314106e-05
Run_83_1,11,3.8067795168210794e-06,4.7e-05,4.94e-05,4.351443050429226e-05,5.093048213981093e-05
Run_83_1,12,4.295435975977069e-06,3.52e-05,9.28e-05,3.358171682804824e-05,9.67789357621223e-05
Run_83_1,13,1.2208821291631555e-05,8.12e-05,7.74e-05,7.326089137233796e-05,6.812498671002688e-05
Run_83_1,14,4.461146157401531e-06,1.18e-05,4.22e-05,1.3614732269197702e-05,3.812463844195009e-05
Run_83_1,15,8.913594288485582e-07,5.58e-05,7.46e-05,5.579935654997827e-05,7.549135919660331e-05
Run_83_1,16,3.917768090702954e-06,7.1e-05,2.86e-05,7.377850906923415e-05,2.5837972816079862e-05
Run_83_1,17,6.70043032941943e-06,1.72e-05,7.44e-05,2.354591940529645e-05,7.655059840530159e-05
Run_83_1,18,3.56945645983181e-06,5.6e-05,8.2e-06,5.927812327630819e-05,6.787581080570818e-06
Run_83_1,19,4.63008231936436e-06,2.74e-05,1.7e-05,2.629245287738741e-05,2.1495664762333044e-05
Run_83_1,20,4.201618487142787e-06,2.34e-05,5.56e-05,2.756964883767069e-05,5.611732628196479e-05
Run_83_1,21,2.466454707405043e-06,9.26e-05,5.6e-05,9.187176759354773e-05,5.364350336603822e-05
Run_83_1,22,2.6407346405978497e-06,9.14e-05,2.66e-05,9.200931099243464e-05,2.403052153997124e-05
Run_84_1,1,5.415956692884587e-06,3.46e-05,1.24e-05,3.0703387986868626e-05,1.6161515880376103e-05
Run_84_1,2,4.039293591904549e-06,1.86e-05,5.9e-05,2.1872361963614822e-05,5.663197552785279e-05
Run_84_1,3,3.949148047320956e-06,4.18e-05,4.34e-05,3.8321648342534913e-05,4.526998396962883e-05
Run_84_1,4,5.547996895726909e-06,5.8e-06,1.48e-05,2.560632321983577e-06,1.029591667465866e-05
Run_84_1,5,1.4583616881071105e-06,7.8e-05,6.26e-05,7.838494690135123e-05,6.400663950480523e-05
Run_84_1,6,4.4659082655921655e-06,9.22e-05,6.34e-05,8.937454469501975e-05,6.685848795808853e-05
Run_84_1,7,5.457591379577871e-06,8.86e-05,3.56e-05,8.398059551604095e-05,3.850627009756864e-05
Run_84_1,8,3.6564278920653264e-06,5.66e-05,5.7e-05,6.024923970922829e-05,5.722916036844255e-05
Run_84_1,9,3.2759534876404594e-06,3.38e-05,8e-05,3.706653903238476e-05,7.975181860849264e-05
Run_84_1,10,3.836274407990888e-06,6.7e-05,3.4e-05,6.950296670198441e-05,3.690725971013308e-05
Run_84_1,11,3.714376936009998e-06,1.32e-05,3.26e-05,1.6530760703608397e-05,3.42439675051719e-05
Run_84_1,12,3.824433005141773e-06,9.04e-05,8.62e-05,8.948971444740893e-05,8.248547876253726e-05
Run_84_1,13,1.1556795761759004e-06,3.68e-05,6.54e-05,3.595466230995954e-05,6.618803519755603e-05
Run_84_1,14,2.065709073708751e-06,6.94e-05,9e-05,7.130825608968737e-05,8.920897997915746e-05
Run_84_1,15,3.948553124097397e-06,6.14e-05,7.2e-05,6.377745416015388e-05,6.884741637855769e-05
Run_84_1,16,5.365070341138255e-06,1.34e-05,4.4e-06,9.109938675537708e-06,1.1782995797693736e-06
Run_84_1,17,2.4846535278762837e-06,2.32e-05,2.38e-05,2.4918014043942097e-05,2.5594973787665374e-05
Run_84_1,18,8.063448878744166e-06,8.58e-05,8.6e-06,8.21961023565382e-05,1.386739322915674e-06
Run_84_1,19,8.341595212438238e-06,8.4e-06,8.36e-05,1.944566797465089e-07,8.209957689046862e-05
Run_84_1,20,1.8000868842700275e-06,2.96e-05,3.68e-05,2.7803525980561973e-05,3.668600926175715e-05
Run_84_1,21,2.130564796144409e-06,5.4e-06,4.58e-05,5.007493058219553e-06,4.370590242557229e-05
Run_84_1,22,1.3240027997259033e-06,6.48e-05,4.7e-05,6.56881923042238e-05,4.798188484273852e-05
Run_84_1,23,1.516119361035306e-06,3.92e-05,9.28e-05,4.041826527565719e-05,9.189753247424962e-05
Run_84_1,24,3.4844722393137834e-06,6e-05,1.54e-05,6.273951367475094e-05,1.755327926948667e-05
Run_85_1,1,1.9105402766369812e-06,1.16e-05,5.5e-05,1.2244660602882507e-05,5.320150705985726e-05
Run_85_1,2,1.931783561669869e-06,6.36e-05,6e-05,6.299028979614379e-05,5.816695848479868e-05
Run_85_1,3,3.89469054670927e-06,9.26e-05,4.18e-05,9.43057447858155e-05,4.530129250138999e-05
Run_85_1,4,1.757533077883088e-06,8.04e-05,6.02e-05,7.950513721443714e-05,6.171266093850138e-05
Run_85_1,5,5.903127143474343e-06,8.72e-05,8.88e-05,8.211052795872094e-05,9.179068293422462e-05
Run_85_1,6,2.7476888952494106e-06,6.16e-05,1.14e-05,6.2910946700722e-05,8.985209530219438e-06
Run_85_1,7,2.1602942254062e-06,1.06e-05,2.24e-05,1.2750997655093674e-05,2.219979953020812e-05
Run_85_1,8,5.273878783022539e-06,1.48e-05,8.14e-05,1.4813296506181362e-05,8.667386202141643e-05
Run_85_1,9,5.248475946937322e-06,9.4e-05,6.42e-05,9.502648896537724e-05,5.905288234353067e-05
Run_85_1,10,6.674071747600101e-06,4.44e-05,6.42e-05,4.951154280453921e-05,5.990868739783766e-05
Run_85_1,11,7.228941911693887e-07,7.34e-05,4.18e-05,7.38995437230915e-05,4.127747528254987e-05
Run_85_1,12,1.975926304590342e-06,4.78e-05,1.18e-05,4.583793904632331e-05,1.2033669799566273e-05
Run_85_1,13,5.450557950482453e-06,5.62e-05,4.32e-05,5.8764856262132536e-05,4.800937566906215e-05
Run_85_1,14,2.182051072248133e-06,9.18e-05,1.4e-05,8.961922597140075e-05,1.4074642602354294e-05
Run_85_1,15,3.881609530559819e-07,7.66e-05,8.2e-06,7.623502779752018e-05,8.067847751080992e-06
Run_85_1,16,5.007486620670985e-06,2.4e-05,9.44e-05,1.9915679451078183e-05,9.729711026884616e-05
Run_85_1,17,3.7582619711493225e-06,7.3e-05,7.4e-05,7.44899793714285e-05,7.054971095174553e-05
Run_85_1,18,5.639332876637992e-06,6.88e-05,9.4e-05,7.086014392785729e-05,9.924956019967796e-05
Run_85_1,19,1.1310738899872899e-06,3.04e-05,4.64e-05,3.043580640107394e-05,4.526949301362039e-05
Run_85_1,20,5.216306417277213e-06,4.94e-05,8.76e-05,5.26556536089629e-05,9.167560697533193e-05
Run_85_1,21,2.133288858664051e-06,4.04e-05,2.88e-05,3.884714882820845e-05,2.7337271524593245e-05
Run_85_1,22,2.0053428263501946e-06,7.6e-05,2.76e-05,7.737245180644096e-05,2.906211350113154e-05
Run_85_1,23,7.36605641649547e-07,3.4e-05,1.12e-05,3.4706426775082955e-05,1.14086841698736e-05
Run_85_1,24,5.3516044077513395e-06,1.96e-05,6.4e-06,2.4917202200740582e-05,7.0058304164558665e-06
Run_86_1,1,1.1141447585305038e-05,8.74e-05,5.36e-05,7.767627484165134e-05,4.816115606576206e-05
Run_86_1,2,2.147504397143796e-06,4.1e-05,4.68e-05,4.288549322634937e-05,4.782795448787511e-05
Run_86_1,3,1.2445827467028637e-05,8.56e-05,1.82e-05,7.607140692882242e-05,2.62065307982266e-05
Run_86_1,4,4.0268456341720335e-06,2.2e-05,4.16e-05,2.3660478815436367e-05,3.793144498951734e-05
Run_86_1,5,2.023266393084259e-06,6.42e-05,5.56e-05,6.3413939261809e-05,5.746432706713678e-05
Run_86_1,6,7.511013320958119e-06,2.1e-05,9.4e-05,2.8490928905084728e-05,9.345108721405272e-05
Run_86_1,7,3.954095140003108e-06,3.5e-05,2.3e-05,3.301307591609658e-05,2.641862560994923e-05
Run_86_1,8,3.607102377746155e-06,1.74e-05,1.08e-05,1.9044014103710657e-05,1.401067052036524e-05
Run_86_1,9,2.991735874239521e-06,6e-06,3.68e-05,3.0145699903368964e-06,3.660585778765381e-05
Run_86_1,10,2.6625737124118914e-06,6.84e-05,3.72e-05,7.073236513882877e-05,3.5915721356868746e-05
